"lang"
{
  "Language"		"English"
"DOTA_Tooltip_modifier_goblin_shredder_inducted_rage_Description"   "Gaining attack speed with every charge."
"DOTA_Tooltip_modifier_goblin_shredder_detonate"   "Detonate"
"DOTA_Tooltip_modifier_goblin_shredder_detonate_Description"   "Deals 50 damage on death. Damage is doubled for every stack."
"DOTA_Tooltip_modifier_generator_energy_shield"   "Energy Shield"
"DOTA_Tooltip_modifier_generator_energy_shield_Description"   "Increased armor, and will block a targeted spell from an enemy buildings."
"DOTA_Tooltip_modifier_astral_grenade"   "Astral Grenade Slow"
"DOTA_Tooltip_modifier_astral_grenade_Description"   "Slowed by astral grenade"
"DOTA_Tooltip_modifier_power_buildings_creep_buff"   "Power Buildings Buff"
"DOTA_Tooltip_modifier_power_buildings_creep_buff_Description"   "Health, armor and damage increased."


//////////////////////
// Elemental
//////////////////////

"lesser_wind_elemental"    "Lesser Wind Elemental"
"wind_elemental"    "Wind Elemental"
"greater_wind_elemental"    "Greater Wind Elemental"
"lesser_water_elemental"    "Lesser Water Elemental"
"water_elemental"    "Water Elemental"
"greater_water_elemental"    "Greater Water Elemental"
"lightning_elemental"    "Lightning Elemental"
"greater_lightning_elemental"    "Greater Lightning Elemental"
"fire_elemental"    "Fire Elemental"
"greater_fire_elemental"    "Greater Fire Elemental"
"master_of_elements"    "Master of Elements"
"earth_elemental"    "Earth Elemental"
"greater_earth_elemental"    "Greater Earth Elemental"

"trapped_gale"    "Trapped Gale"
"monument_of_wind_stream"    "Monument of Wind Stream"
"zephyros_memorial"    "Zehpyros Memorial"
"water_spring"    "Water Spring"
"golden_fountain"    "Golden Fountain"
"spellbound_fountain"    "Spellbound Fountain"
"pillar_of_globe_lightning"    "Pillar of Globe Lightning"
"pillar_of_elmo_fire"    "Pillar of St Elmo's Fire"
"altar_of_fire"    "Altar of Fire"
"altar_of_blaze"    "Altar of Blaze"
"tower_of_elder_knowledge"    "Tower of Eldger Knowledge"
"rock_pile"    "Rock Pile"
"greater_fissure"    "Greater Fissure"
"mana_generator"    "Mana Generator"
"obelisk_of_element"    "Obelisk of Element"
"book_of_conjuration"    "Book of Conjuration"
"elemental_guard_tower"    "Elemental Guard Tower"
"linker"    "Linker"


"DOTA_Tooltip_Ability_build_trapped_gale"    "Build Trapped Gale"
"DOTA_Tooltip_Ability_build_trapped_gale_Lore"    "Upgrades: 2"
"DOTA_Tooltip_Ability_build_trapped_gale_Description"    "<h1>Lesser Wind Elemental</h1>Attack: Pierce (400 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack ground</font><br>- Flying"
"DOTA_Tooltip_Ability_train_lesser_wind_elemental"    "Train Lesser Wind Elemental"
"DOTA_Tooltip_Ability_train_lesser_wind_elemental_Description"    "<h1>Lesser Wind Elemental</h1>Attack: Pierce (400 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- <font color='#C40000'>Can't attack ground</font><br>- Flying"

"DOTA_Tooltip_Ability_upgrade_monument_of_wind_stream"    "Upgrade Monument of Wind Stream"
"DOTA_Tooltip_Ability_upgrade_monument_of_wind_stream_Lore"    "Upgrades: 1"
"DOTA_Tooltip_Ability_upgrade_monument_of_wind_stream_Description"    "<h1>Wind Elemental</h1>Attack: Pierce (400 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Flying<br>- Gale Gale (20%% slow (air))"
"DOTA_Tooltip_Ability_train_wind_elemental"    "Train Wind Elemental"
"DOTA_Tooltip_Ability_train_wind_elemental_Description"    "<h1>Wind Elemental</h1>Attack: Pierce (400 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Flying<br>- Gale Gale (20%% slow (air))"

"DOTA_Tooltip_Ability_upgrade_zephyros_memorial"    "Upgrade Zephyros Memorial"
"DOTA_Tooltip_Ability_upgrade_zephyros_memorial_Lore"    "Upgrades: 0"
"DOTA_Tooltip_Ability_upgrade_zephyros_memorial_Description"    "<h1>Greater Wind Elemental</h1>Attack: Pierce (400 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Flying<br>- Gale (35%% slow (air))"
"DOTA_Tooltip_Ability_train_greater_wind_elemental"    "Train Greater Wind Elemental"
"DOTA_Tooltip_Ability_train_greater_wind_elemental_Description"    "<h1>Greater Wind Elemental</h1>Attack: Pierce (400 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Flying<br>- Gale (35%% slow (air))"

"DOTA_Tooltip_Ability_build_water_spring"    "Build Water Spring"
"DOTA_Tooltip_Ability_build_water_spring_Lore"    "Upgrades: 2"
"DOTA_Tooltip_Ability_build_water_spring_Description"    "<h1>Lesser Water Elemental</h1>Attack (Ground): Normal (melee)<br>(Air): Pierce (300 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Liquid Body (60%% evasion)"
"DOTA_Tooltip_Ability_train_lesser_water_elemental"    "Train Lesser Water Elemental"
"DOTA_Tooltip_Ability_train_lesser_water_elemental_Description"    "<h1>Lesser Water Elemental</h1>Attack (Ground): Normal (melee)<br>(Air): Pierce (300 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Liquid Body (60%% evasion)"

"DOTA_Tooltip_Ability_upgrade_golden_fountain"    "Upgrade Golden Fountain"
"DOTA_Tooltip_Ability_upgrade_golden_fountain_Lore"    "Upgrades: 1"
"DOTA_Tooltip_Ability_upgrade_golden_fountain_Description"    "<h1>Water Elemental</h1>Attack (Ground): Normal (melee)<br>(Air): Pierce (340 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Liquid Body (80%% evasion)"
"DOTA_Tooltip_Ability_train_water_elemental"    "Train Water Elemental"
"DOTA_Tooltip_Ability_train_water_elemental_Description"    "<h1>Water Elemental</h1>Attack (Ground): Normal (melee)<br>(Air): Pierce (340 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Liquid Body (80%% evasion)"

"DOTA_Tooltip_Ability_upgrade_spellbound_fountain"    "Upgrade Spellbound Fountain"
"DOTA_Tooltip_Ability_upgrade_spellbound_fountain_Lore"    "Upgrades: 0"
"DOTA_Tooltip_Ability_upgrade_spellbound_fountain_Description"    "<h1>Greater Water Elemental</h1>Attack (Ground): Normal (melee)<br>(Air): Pierce (400 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Liquid Body (80%% evasion)<br>- Illusion (20%%)"
"DOTA_Tooltip_Ability_train_greater_water_elemental"    "Train Greater Water Elemental"
"DOTA_Tooltip_Ability_train_greater_water_elemental_Description"    "<h1>Greater Water Elemental</h1>Attack (Ground): Normal (melee)<br>(Air): Pierce (400 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Liquid Body (80%% evasion)<br>- Illusion (20%%)"

"DOTA_Tooltip_Ability_build_pillar_of_globe_lightning"    "Build Pillar of Globe Lightning"
"DOTA_Tooltip_Ability_build_pillar_of_globe_lightning_Lore"    "Upgrades: 1"
"DOTA_Tooltip_Ability_build_pillar_of_globe_lightning_Description"    "<h1>Lightning Elemental</h1>Attack: Magic (350 range)<br>Armor: Light\n\n<h1>Abilities</h1>- Lightning Attack (50 dmg, 3 targets)<br>- Lightning Shield (15%%)"
"DOTA_Tooltip_Ability_train_lightning_elemental"    "Train Lightning Elemental"
"DOTA_Tooltip_Ability_train_lightning_elemental_Description"    "<h1>Lightning Elemental</h1>Attack: Magic (350 range)<br>Armor: Light\n\n<h1>Abilities</h1>- Lightning Attack (50 dmg, 3 targets)<br>- Lightning Shield (15%%)"

"DOTA_Tooltip_Ability_upgrade_pillar_of_elmo_fire"    "Upgrade Pillar of Elmo Fire"
"DOTA_Tooltip_Ability_upgrade_pillar_of_elmo_fire_Lore"    "Upgrades: 0"
"DOTA_Tooltip_Ability_upgrade_pillar_of_elmo_fire_Description"    "<h1>Greater Lightning Elemental</h1>Attack: Magic (400 range)<br>Armor: Light\n\n<h1>Abilities</h1>- Lightning Attack (70 dmg, 5 targets)<br>- Lightning Shield (30%%)"
"DOTA_Tooltip_Ability_train_greater_lightning_elemental"    "Train Greater Lightning Elemental"
"DOTA_Tooltip_Ability_train_greater_lightning_elemental_Description"    "<h1>Greater Lightning Elemental</h1>Attack: Magic (400 range)<br>Armor: Light\n\n<h1>Abilities</h1>- Lightning Attack (70 dmg, 5 targets)<br>- Lightning Shield (30%%)"

"DOTA_Tooltip_Ability_build_altar_of_fire"    "Build Altar of Fire"
"DOTA_Tooltip_Ability_build_altar_of_fire_Lore"    "Upgrades: 2"
"DOTA_Tooltip_Ability_build_altar_of_fire_Description"    "<h1>Fire ELemental</h1>Attack: Chaos (400 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- None"
"DOTA_Tooltip_Ability_train_fire_elemental"    "Train Fire Elemental"
"DOTA_Tooltip_Ability_train_fire_elemental_Description"    "<h1>Fire ELemental</h1>Attack: Chaos (400 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- None"

"DOTA_Tooltip_Ability_upgrade_altar_of_blaze"    "Upgrade Altar of Blaze"
"DOTA_Tooltip_Ability_upgrade_altar_of_blaze_Lore"    "Upgrades: 1"
"DOTA_Tooltip_Ability_upgrade_altar_of_blaze_Description"    "<h1>Greater Fire ELemental</h1>Attack: Chaos (450 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- Split (15 attacks)<br>- Fire Breath (20%%, 100 dmg)"
"DOTA_Tooltip_Ability_train_greater_fire_elemental"    "Train Greater Fire Elemental"
"DOTA_Tooltip_Ability_train_greater_fire_elemental_Description"    "<h1>Greater Fire ELemental</h1>Attack: Chaos (450 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- Split (15 attacks)<br>- Fire Breath (20%%, 100 dmg)"

"DOTA_Tooltip_Ability_upgrade_tower_of_elder_knowledge"    "Upgrade Tower of Elder Knowledge"
"DOTA_Tooltip_Ability_upgrade_tower_of_elder_knowledge_Lore"    "Upgrades: 0"
"DOTA_Tooltip_Ability_upgrade_tower_of_elder_knowledge_Description"    "<h1>Master of ELements</h1>Attack: Magic (500 range)<br>Armor: Unarmored\n\n<h1>Abilities</h1>- Legendary Spell Resistance<br>- Knowledge of Elementals"
"DOTA_Tooltip_Ability_train_master_of_elements"    "Train Master of Elements"
"DOTA_Tooltip_Ability_train_master_of_elements_Description"    "<h1>Master of ELements</h1>Attack: Magic (500 range)<br>Armor: Unarmored\n\n<h1>Abilities</h1>- Legendary Spell Resistance<br>- Knowledge of Elementals"

"DOTA_Tooltip_Ability_build_rock_pile"    "Build Rock Pile"
"DOTA_Tooltip_Ability_build_rock_pile_Lore"    "Upgrades: 1"
"DOTA_Tooltip_Ability_build_rock_pile_Description"    "<font color='#995a0a'>Siege Trainer</font>\n<<h1>Earth ELemental</h1>Attack: Siege (melee)<br>Armor: Hero\n\n<h1>Abilities</h1>- Pulverize (20%%, 100 dmg)<br>- Power of Earth (50 max dmg)"
"DOTA_Tooltip_Ability_train_earth_elemental"    "Train Earth Elemental"
"DOTA_Tooltip_Ability_train_earth_elemental_Description"    "<h1>Earth ELemental</h1>Attack: Siege (melee)<br>Armor: Hero\n\n<h1>Abilities</h1>- Pulverize (20%%, 100 dmg)<br>- Power of Earth (50 max dmg)"

"DOTA_Tooltip_Ability_upgrade_greater_fissure"    "Upgrade Greater Fissure"
"DOTA_Tooltip_Ability_upgrade_greater_fissure_Lore"    "Upgrades: 0"
"DOTA_Tooltip_Ability_upgrade_greater_fissure_Description"    "<font color='#995a0a'>Siege Trainer</font>\n<<h1>Greater Earth ELemental</h1>Attack: Siege (melee)<br>Armor: Hero\n\n<h1>Abilities</h1>- Pulverize (25%%, 200 dmg)<br>- Power of Earth (100 max dmg)"
"DOTA_Tooltip_Ability_train_greater_earth_elemental"    "Train Greater Earth Elemental"
"DOTA_Tooltip_Ability_train_greater_earth_elemental_Description"    "<h1>Greater Earth ELemental</h1>Attack: Siege (melee)<br>Armor: Hero\n\n<h1>Abilities</h1>- Pulverize (25%%, 200 dmg)<br>- Power of Earth (100 max dmg)"

"DOTA_Tooltip_Ability_build_linker"    "Build Linker"
"DOTA_Tooltip_Ability_build_linker_Description"    "<font color='#FFBF00'>Support Building</font>\nAbility: Link\nWhenever an allied elemental dies, its life power is distributed among nearby allied units, healing them. Heals 20 * number of elemental buildings. Can't heal more than 500. Effect does not stack."

"DOTA_Tooltip_Ability_item_build_mana_generator"    "Build Mana Generator"
"DOTA_Tooltip_Ability_item_build_mana_generator_Description"    "<font color='#FFBF00'>Support Building</font>\nAbility: Mana Transfusion\nGenerate energy and pass it to another building to increase its manag generation. Generates 0.3 mana/sec. Reduced effect on non-elemental buildings."

"DOTA_Tooltip_Ability_item_build_obelisk_of_element"    "Build Obelisk of Element"
"DOTA_Tooltip_Ability_item_build_obelisk_of_element_Description"    "<font color='#C40000'>Killing Building</font>\nAbility: Enchantment\nGives 1 of 4 abilities to a random ally\n- Forge Weapons (splash attack, 250 range, 50%% dmg)<br>- Rock Shield (+15 armor)<br>- Haste (increase attack/move speed by 75%%/25%%)<br>- Rejuvenation (heal 450 hp instantly)"

"DOTA_Tooltip_Ability_item_build_book_of_conjuration"    "Build Book of Conjuration"
"DOTA_Tooltip_Ability_item_build_book_of_conjuration_Description"    "<font color='#C40000'>Killing Building</font>\nCast 1 of the following spells (at random)\n- Monsoon (50 dps, 5s)<br>- Meteor Shower (150 dmg, 15 dps, 3s)<br>- Blizzard (40 dmg/wave, 7 waves)"

"DOTA_Tooltip_Ability_item_build_elemental_guard_tower"    "Build Elemental Guard Tower"
"DOTA_Tooltip_Ability_item_build_elemental_guard_tower_Description"    "<font color='#a3098c'>Tower</font>\nAttack: Magic (900 range)<br>Armor: Fortified\n\n<h1>Abilities</h1>- Boulder (30%% to stun for 10s, dealing 100 damage)"




"DOTA_Tooltip_Ability_gale"    "Gale"
"DOTA_Tooltip_Ability_gale_Description"    "Reduces attack and move speed of enemy air units in 500 range"
"DOTA_Tooltip_Ability_gale_slow_percent"    "%Slow:"
"DOTA_Tooltip_Ability_liquid_body"    "Liquid Body"
"DOTA_Tooltip_Ability_liquid_body_Description"    "This unit has a chance to evade some attacks."
"DOTA_Tooltip_Ability_liquid_body_evasion"    "%Evasion:"
"DOTA_Tooltip_Ability_water_elemental_illusion"    "Water Elemental Illusion"
"DOTA_Tooltip_Ability_water_elemental_illusion_Description"    "%copy_chance%%% chance to copy itself on attack. Illusions deal %illusion_damage_out_pct%%% damage and take %illusion_damage_in_pct%%% damage"
"DOTA_Tooltip_Ability_lightning_attack"    "Lightning Attack"
"DOTA_Tooltip_Ability_lightning_attack_Description"    "Casts Forked Lightning instead of attacking"
"DOTA_Tooltip_Ability_lightning_attack_damage"    "Damage:"
"DOTA_Tooltip_Ability_lightning_attack_num_targets"    "Max Targets:"
"DOTA_Tooltip_Ability_lightning_attack_max_range"    "Max Range:"
"DOTA_Tooltip_Ability_lightning_shield"    "Lightning Shield"
"DOTA_Tooltip_Ability_lightning_shield_Description"    "%chance%%% chance to stun attackers in melee range for %stun_duration% seconds."
"DOTA_Tooltip_Ability_fire_elemental_split"    "Fire Elemental Split"
"DOTA_Tooltip_Ability_fire_elemental_split_Description"    "Splits into 2 every 15 attacks"
"DOTA_Tooltip_Ability_fire_breath"    "Fire Breath"
"DOTA_Tooltip_Ability_fire_breath_Description"    "%chance%%% chance to breathe fire. %damage% damage"
"DOTA_Tooltip_Ability_knowledge_of_elementals"    "Knowledge of Elementals"
"DOTA_Tooltip_Ability_knowledge_of_elementals_Description"    "Invoke a random elemental ability"
"DOTA_Tooltip_Ability_earth_elemental_pulverize"    "Earth Elemental Pulverize"
"DOTA_Tooltip_Ability_earth_elemental_pulverize_Description"    "Has a %chance%%% chance to deal %close_damage% damage to nearby enemies with each attack. Deals less damage to enemies further away."
"DOTA_Tooltip_Ability_power_of_earth"    "Power of Earth"
"DOTA_Tooltip_Ability_power_of_earth_Description"    "Deals additional damage propotional to health."
"DOTA_Tooltip_Ability_power_of_earth_max_damage"    "Max Damage:"
"DOTA_Tooltip_Ability_mana_transfusion"    "Mana Transfusion"
"DOTA_Tooltip_Ability_mana_transfusion_Description"    "Generate senergy and pass it to one of the buildings to increase its mana generation. Less effective on non-elemental buildings"
"DOTA_Tooltip_Ability_mana_transfusion_mana_regen"    "Bonus Regen:"
"DOTA_Tooltip_Ability_mana_transfusion_non_elemental_reduction"    "%Non-Elemental Regen:"
"DOTA_Tooltip_Ability_elemental_enchantment"    "Elemental Enchantment"
"DOTA_Tooltip_Ability_elemental_enchantment_Description"    "Gives 1 of 4 abilities to a random ally\n- Forge weapons: Gives Splash Damage<br>- Rock Shield: +15 Armor<br>- Haste: Increase attack and move speed by 75%% and 25%% respectively<br>- Rejuvenation: Heal 450 hp instantly"
"DOTA_Tooltip_Ability_forge_weapons"    "Forge Weapons"
"DOTA_Tooltip_Ability_forge_weapons_Description"    "Gaining Splash Damage. Stacks with other sources of splash/cleave"
"DOTA_Tooltip_Ability_forge_weapons_splash_damage"    "%Splash Damage:"
"DOTA_Tooltip_Ability_forge_weapons_splash_radius"    "Splash Radius:"
"DOTA_Tooltip_Ability_rock_shield"    "Rock Shield"
"DOTA_Tooltip_Ability_rock_shield_Description"    "Gaining Bonus Armor"
"DOTA_Tooltip_Ability_rock_shield_bonus_armor"    "Bonus Armor:"
"DOTA_Tooltip_Ability_haste"    "Haste"
"DOTA_Tooltip_Ability_haste_Description"    "Gaining attack and movement speed"
"DOTA_Tooltip_Ability_haste_attack_speed"    "%Attack Speed:"
"DOTA_Tooltip_Ability_haste_move_speed"    "%Move Speed:"
"DOTA_Tooltip_Ability_elemental_rain"    "Elemental Rain"
"DOTA_Tooltip_Ability_elemental_rain_Description"    "Cast 1 of the following spells (at random)\n- Monsoon: 50 dps, 5 sec<br>- Blizzard: 40 dmg/wave, 7 waves<br>- Meteor Shower: 150 dmg, 15 dps, 3 sec"
"DOTA_Tooltip_Ability_elemental_nature"    "Elemental Nature"
"DOTA_Tooltip_Ability_elemental_nature_Description"    "Boulder (30%% chance to stun enemy for 10 sec and deal 100 additional damage)"
"DOTA_Tooltip_Ability_elemental_nature_discharge"    "Discharge"
"DOTA_Tooltip_Ability_elemental_nature_discharge_Description"    "Dealing %damage% damage to a random enemy every %interval% seconds"
"DOTA_Tooltip_Ability_elemental_nature_boulder"    "Boulder"
"DOTA_Tooltip_Ability_elemental_nature_boulder_Description"    "%chance%%% chance to stun enemy for %stun_duration% seconds and deal %damage% additional damage"
"DOTA_Tooltip_Ability_elemental_nature_immolation"    "Immolation"
"DOTA_Tooltip_Ability_elemental_nature_immolation_Description"    "Dealing %dps% damage to nearby allies in %radius% aoe"
"DOTA_Tooltip_Ability_elemental_nature_shield_of_mist"    "Shield of Mist"
"DOTA_Tooltip_Ability_elemental_nature_shield_of_mist_Description"    "Prevents melee attacks"
"DOTA_Tooltip_Ability_link"    "Link"
"DOTA_Tooltip_Ability_link_Description"    "Whenever an allied elemental dies, its life power is distributed among nearby allied units, healing them depending on the number of buildings you've built. Can't heal more than %max_heal%"
"DOTA_Tooltip_Ability_link_heal_per_building"    "Heal per Building:"

"DOTA_Tooltip_modifier_gale_debuff" "Gale"
